Name,Age,Location,Device Usage Log,Voice Command,Security Footage Description,Home Automation Setting,Network Information,Customer Service Interaction
Richard Kennedy,54,"Lake Kristen, Palau","{'device': 'Thermostat', 'usage_start': '2023-10-27 20:44:53', 'usage_end': '2023-10-28 02:44:53'}",,"{'time': '2023-10-27 10:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '109.52.208.176', 'Wifi_network': 'act', 'Device_ID': '3bbe35b4-01da-4fe9-9d88-e28134a7ee4b'}",
Lisa Thompson,38,"Port Ronald, United Arab Emirates","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 14:44:53', 'usage_end': '2023-10-28 04:44:53'}",Play music,"{'time': '2023-10-27 08:44:53', 'activity': None}",,"{'IP_address': '223.187.181.249', 'Wifi_network': 'have', 'Device_ID': '6d106a67-76f6-487c-ac57-21eff457b902'}",Device not responding
Matthew Bender,71,"Lake Jeremy, Comoros","{'device': 'Thermostat', 'usage_start': '2023-10-27 20:44:53', 'usage_end': '2023-10-28 01:44:53'}",,"{'time': '2023-10-27 20:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '14.49.201.83', 'Wifi_network': 'store', 'Device_ID': '51aa1ae8-bd44-4a80-bb5c-e8287d77377c'}",
Angie Garcia,72,"Jeffreyfort, Finland","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 13:44:53', 'usage_end': '2023-10-27 09:44:53'}",What’s the weather?,"{'time': '2023-10-27 09:44:53', 'activity': None}",,"{'IP_address': '162.10.157.49', 'Wifi_network': 'his', 'Device_ID': 'ef8ccc8f-1b41-4b04-8f62-fa7508e9ab52'}",How do I set up voice recognition?
Zachary Lawson,73,"Annaville, Iraq","{'device': 'Voice Assistant', 'usage_start': '2023-10-28 00:44:53', 'usage_end': '2023-10-27 14:44:53'}",Play music,"{'time': '2023-10-27 10:44:53', 'activity': None}",,"{'IP_address': '32.34.164.145', 'Wifi_network': 'space', 'Device_ID': 'b60f6b01-4d25-4c9b-8ebc-204cb46367b5'}",How do I set up voice recognition?
Matthew Rice,61,"Ericksonstad, Guyana","{'device': 'Security Camera', 'usage_start': '2023-10-27 07:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-28 05:44:53', 'activity': 'Smoke detected'}",,"{'IP_address': '126.235.40.183', 'Wifi_network': 'friend', 'Device_ID': 'b79e92fa-100d-4628-a434-54da437a359d'}",How do I set up voice recognition?
Teresa Collins,49,"South Cindychester, Cocos (Keeling) Islands","{'device': 'Smart Light', 'usage_start': '2023-10-27 19:44:53', 'usage_end': '2023-10-28 02:44:53'}",,"{'time': '2023-10-27 16:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '4.9.240.112', 'Wifi_network': 'girl', 'Device_ID': 'babab80a-7a10-469e-842f-bc8e799f168c'}",
Jason Davis,36,"Christopherville, Netherlands","{'device': 'Voice Assistant', 'usage_start': '2023-10-28 05:44:53', 'usage_end': '2023-10-28 04:44:53'}",What’s the weather?,"{'time': '2023-10-27 20:44:53', 'activity': None}",,"{'IP_address': '91.228.240.79', 'Wifi_network': 'detail', 'Device_ID': '215d697f-fcaa-4a8f-895f-f87b1148ebf9'}",
April Ortega,49,"West Daniel, Pitcairn Islands","{'device': 'Security Camera', 'usage_start': '2023-10-27 23:44:53', 'usage_end': '2023-10-27 06:44:53'}",,"{'time': '2023-10-27 15:44:53', 'activity': 'Motion in living room at night'}",,"{'IP_address': '38.241.131.206', 'Wifi_network': 'father', 'Device_ID': '7769ea93-fb7b-4577-878e-9eaa8d447ead'}",Device not responding
James Proctor,68,"Sanchezland, Marshall Islands","{'device': 'Smart Light', 'usage_start': '2023-10-27 21:44:53', 'usage_end': '2023-10-28 01:44:53'}",,"{'time': '2023-10-28 04:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '183.156.120.112', 'Wifi_network': 'kitchen', 'Device_ID': 'dc822653-607c-4bf6-ad26-28e647d279fa'}",
Brandon Knapp,37,"New Sarahtown, Seychelles","{'device': 'Thermostat', 'usage_start': '2023-10-27 05:44:53', 'usage_end': '2023-10-27 16:44:53'}",,"{'time': '2023-10-27 22:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '155.26.125.43', 'Wifi_network': 'young', 'Device_ID': 'e2d57a79-4c5f-4ac8-81db-18e7a181e0bd'}",Device not responding
Erica Jones,46,"Katrinachester, United Arab Emirates","{'device': 'Thermostat', 'usage_start': '2023-10-27 09:44:53', 'usage_end': '2023-10-28 04:44:53'}",,"{'time': '2023-10-27 18:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '86.164.118.69', 'Wifi_network': 'recognize', 'Device_ID': '5b08fa9a-8be7-46c6-b844-29be49167243'}",
Christina Flores,70,"South Franciscoville, Bosnia and Herzegovina","{'device': 'Thermostat', 'usage_start': '2023-10-28 04:44:53', 'usage_end': '2023-10-28 05:44:53'}",,"{'time': '2023-10-27 18:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '42.176.75.196', 'Wifi_network': 'treat', 'Device_ID': '9ce3be61-8d06-4710-853e-07daeb0cbcba'}",
Dennis Williams,54,"Lake Richardshire, Sudan","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 23:44:53', 'usage_end': '2023-10-27 09:44:53'}",What’s the weather?,"{'time': '2023-10-27 19:44:53', 'activity': None}",,"{'IP_address': '60.27.157.224', 'Wifi_network': 'painting', 'Device_ID': 'e53439de-64a1-45b0-a0fb-1f8cfa188a58'}",
Steven Martinez,40,"Whitefort, Ukraine","{'device': 'Thermostat', 'usage_start': '2023-10-27 15:44:53', 'usage_end': '2023-10-28 04:44:53'}",,"{'time': '2023-10-27 05:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '161.162.127.150', 'Wifi_network': 'try', 'Device_ID': 'ebe3315d-1252-43c7-9aed-dfc4842e3789'}",
Zachary Sullivan,69,"North Josephmouth, Cook Islands","{'device': 'Smart Light', 'usage_start': '2023-10-27 15:44:53', 'usage_end': '2023-10-27 10:44:53'}",,"{'time': '2023-10-27 21:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '135.15.78.207', 'Wifi_network': 'water', 'Device_ID': 'ad23e9c6-345f-4484-89e6-78a5b4268e52'}",The device is making a strange noise
Roy Lopez,74,"Haileymouth, Puerto Rico","{'device': 'Smart Light', 'usage_start': '2023-10-27 16:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-27 16:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '153.199.124.31', 'Wifi_network': 'concern', 'Device_ID': '662101c0-2b2d-44ef-82e4-1fb56f8e4d33'}",How do I set up voice recognition?
Debbie Bowman,25,"Lake Brenda, Jordan","{'device': 'Smart Lock', 'usage_start': '2023-10-27 10:44:53', 'usage_end': '2023-10-27 22:44:53'}",,"{'time': '2023-10-27 11:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '73.171.189.53', 'Wifi_network': 'career', 'Device_ID': '5fd7fcae-2356-412f-9999-e33163647945'}",
William Sanchez,24,"Millerland, United Kingdom","{'device': 'Thermostat', 'usage_start': '2023-10-28 01:44:53', 'usage_end': '2023-10-28 00:44:53'}",,"{'time': '2023-10-27 10:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '8.92.245.236', 'Wifi_network': 'exist', 'Device_ID': 'cf9c1b96-a3e6-4bd3-b11b-058e8192a789'}",Device not responding
Carlos Hampton,75,"Christopherchester, Syrian Arab Republic","{'device': 'Smart Light', 'usage_start': '2023-10-27 11:44:53', 'usage_end': '2023-10-27 16:44:53'}",,"{'time': '2023-10-27 22:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '94.82.238.170', 'Wifi_network': 'hotel', 'Device_ID': 'f3f87c7f-8c31-4042-bf0d-1bc1330b38a9'}",
Brenda Delgado,60,"Gilbertmouth, Cocos (Keeling) Islands","{'device': 'Smart Light', 'usage_start': '2023-10-28 02:44:53', 'usage_end': '2023-10-28 05:44:53'}",,"{'time': '2023-10-27 17:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '184.156.147.179', 'Wifi_network': 'blue', 'Device_ID': '6781722a-3994-4b23-81b5-b6095718f309'}",
Kevin Lowe,69,"Joanton, Uzbekistan","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 14:44:53', 'usage_end': '2023-10-27 16:44:53'}",Set an alarm for 7 AM,"{'time': '2023-10-27 17:44:53', 'activity': None}",,"{'IP_address': '144.146.189.220', 'Wifi_network': 'its', 'Device_ID': '74941b99-3b36-4d63-b9bb-846d12132e2c'}",Can I add multiple users?
Carrie Reilly,61,"West Edwardstad, Hong Kong","{'device': 'Security Camera', 'usage_start': '2023-10-27 07:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-27 09:44:53', 'activity': 'Window broken'}",,"{'IP_address': '193.14.176.60', 'Wifi_network': 'hear', 'Device_ID': '3e01e9b0-1b8f-4686-a16f-eb12f550c878'}",Can I add multiple users?
Brian Rodriguez,52,"Lake Jonathanside, Chad","{'device': 'Voice Assistant', 'usage_start': '2023-10-28 02:44:53', 'usage_end': '2023-10-27 13:44:53'}",Play music,"{'time': '2023-10-27 21:44:53', 'activity': None}",,"{'IP_address': '59.193.110.156', 'Wifi_network': 'similar', 'Device_ID': 'c58ce431-b799-499c-831a-93169860211a'}",
Robert Anderson,52,"Greenbury, Yemen","{'device': 'Security Camera', 'usage_start': '2023-10-27 16:44:53', 'usage_end': '2023-10-27 09:44:53'}",,"{'time': '2023-10-27 07:44:53', 'activity': 'Motion in living room at night'}",,"{'IP_address': '142.59.167.202', 'Wifi_network': 'magazine', 'Device_ID': 'e538b218-c27b-499c-9fca-5b5c1768838a'}",
David Baker,69,"Calebville, South Georgia and the South Sandwich Islands","{'device': 'Thermostat', 'usage_start': '2023-10-27 17:44:53', 'usage_end': '2023-10-28 02:44:53'}",,"{'time': '2023-10-27 13:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '143.189.24.184', 'Wifi_network': 'and', 'Device_ID': 'b9079cc6-ab60-45f6-ab09-382235f92337'}",Can I add multiple users?
Melanie Washington,65,"Kristinview, Cook Islands","{'device': 'Security Camera', 'usage_start': '2023-10-28 05:44:53', 'usage_end': '2023-10-27 15:44:53'}",,"{'time': '2023-10-28 03:44:53', 'activity': 'Smoke detected'}",,"{'IP_address': '46.80.81.211', 'Wifi_network': 'strong', 'Device_ID': '665e3fd1-eec4-4dc2-a8df-7dcff111f523'}",Can I add multiple users?
Kristine Brown,74,"Johnbury, Angola","{'device': 'Security Camera', 'usage_start': '2023-10-27 10:44:53', 'usage_end': '2023-10-28 05:44:53'}",,"{'time': '2023-10-27 06:44:53', 'activity': 'Opened front door'}",,"{'IP_address': '120.50.47.213', 'Wifi_network': 'week', 'Device_ID': '870eb074-c4d1-401f-9b54-b9e904473c54'}",
Matthew Smith,60,"North Dustinborough, Saint Pierre and Miquelon","{'device': 'Smart Lock', 'usage_start': '2023-10-28 02:44:53', 'usage_end': '2023-10-27 15:44:53'}",,"{'time': '2023-10-27 05:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '100.188.224.25', 'Wifi_network': 'animal', 'Device_ID': '2cc3fd23-be90-4107-af5f-838479de97d6'}",
Michael Mcguire,54,"South Nathanborough, Monaco","{'device': 'Security Camera', 'usage_start': '2023-10-28 04:44:53', 'usage_end': '2023-10-28 04:44:53'}",,"{'time': '2023-10-28 03:44:53', 'activity': 'Opened front door'}",,"{'IP_address': '6.16.147.8', 'Wifi_network': 'other', 'Device_ID': '38f70dba-cb5a-43cc-877f-c25d7632f3c9'}",
Alice Garcia,33,"West Maryville, Afghanistan","{'device': 'Smart Light', 'usage_start': '2023-10-27 11:44:53', 'usage_end': '2023-10-27 14:44:53'}",,"{'time': '2023-10-27 13:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '33.174.212.202', 'Wifi_network': 'audience', 'Device_ID': 'eda999a0-029b-46d4-b8bb-9c7126cf9351'}",Device not responding
Tiffany Riley,47,"Melissafurt, Sri Lanka","{'device': 'Security Camera', 'usage_start': '2023-10-27 09:44:53', 'usage_end': '2023-10-27 16:44:53'}",,"{'time': '2023-10-27 14:44:53', 'activity': 'Window broken'}",,"{'IP_address': '73.199.187.50', 'Wifi_network': 'room', 'Device_ID': 'f6cfb2c4-ab54-4e8f-bcaf-31fb20db000a'}",The device is making a strange noise
Whitney Ramsey,36,"Rasmussenstad, Madagascar","{'device': 'Smart Lock', 'usage_start': '2023-10-28 04:44:53', 'usage_end': '2023-10-27 12:44:53'}",,"{'time': '2023-10-27 15:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '212.120.151.30', 'Wifi_network': 'garden', 'Device_ID': '866a704c-ef1b-482f-b395-87f3ee379c8c'}",
John Duncan,75,"Edwardshaven, French Southern Territories","{'device': 'Thermostat', 'usage_start': '2023-10-27 08:44:53', 'usage_end': '2023-10-27 12:44:53'}",,"{'time': '2023-10-28 00:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '1.78.220.222', 'Wifi_network': 'movement', 'Device_ID': '62f5b368-47fb-418b-ac18-16ca131e5da1'}",How do I set up voice recognition?
Jennifer Moore,37,"West Davidfurt, Namibia","{'device': 'Thermostat', 'usage_start': '2023-10-27 11:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-27 05:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '62.0.179.75', 'Wifi_network': 'catch', 'Device_ID': '372013d1-9a1b-4fec-9363-d8432a50e455'}",
Rick Weber,32,"Port Patricia, Colombia","{'device': 'Security Camera', 'usage_start': '2023-10-28 04:44:53', 'usage_end': '2023-10-27 16:44:53'}",,"{'time': '2023-10-28 04:44:53', 'activity': 'Smoke detected'}",,"{'IP_address': '145.191.207.166', 'Wifi_network': 'support', 'Device_ID': '58231c6c-f3d0-4f60-8e14-bb1fbd5b955d'}",Can I add multiple users?
Karen Fletcher,29,"Scottville, Belgium","{'device': 'Security Camera', 'usage_start': '2023-10-27 20:44:53', 'usage_end': '2023-10-27 11:44:53'}",,"{'time': '2023-10-28 02:44:53', 'activity': 'Opened front door'}",,"{'IP_address': '138.185.24.239', 'Wifi_network': 'both', 'Device_ID': 'fa31a3f0-0e63-401b-9028-2de37c4eab9a'}",
Autumn Palmer,57,"Brianbury, United States Virgin Islands","{'device': 'Smart Light', 'usage_start': '2023-10-27 06:44:53', 'usage_end': '2023-10-27 08:44:53'}",,"{'time': '2023-10-27 19:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '216.232.199.95', 'Wifi_network': 'hotel', 'Device_ID': 'b713614f-274b-4751-acd0-5f2388df6d82'}",
Jesse Dean,20,"Michellestad, Suriname","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 06:44:53', 'usage_end': '2023-10-27 13:44:53'}",Turn off the living room light,"{'time': '2023-10-27 14:44:53', 'activity': None}",,"{'IP_address': '41.146.166.66', 'Wifi_network': 'ball', 'Device_ID': '63d0503b-f8cf-408d-a765-9b49fa74c63e'}",Device not responding
David May,65,"West Melissa, Nauru","{'device': 'Smart Light', 'usage_start': '2023-10-27 08:44:53', 'usage_end': '2023-10-27 15:44:53'}",,"{'time': '2023-10-27 09:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '126.187.138.255', 'Wifi_network': 'position', 'Device_ID': '3717138b-2139-4a7b-87a9-30680f0c546a'}",
Kimberly Blake,45,"New Katelynport, Maldives","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 10:44:53', 'usage_end': '2023-10-27 13:44:53'}",Set an alarm for 7 AM,"{'time': '2023-10-27 13:44:53', 'activity': None}",,"{'IP_address': '162.13.58.164', 'Wifi_network': 'friend', 'Device_ID': '7f63de8d-272c-4138-bdf6-13a3a37e2aa7'}",How do I set up voice recognition?
Daniel Nelson,21,"Andrewsfurt, Saudi Arabia","{'device': 'Voice Assistant', 'usage_start': '2023-10-28 04:44:53', 'usage_end': '2023-10-27 19:44:53'}",Play music,"{'time': '2023-10-27 11:44:53', 'activity': None}",,"{'IP_address': '92.124.63.239', 'Wifi_network': 'field', 'Device_ID': '46eb64cf-6d52-44b3-a0ca-350fd69d98b3'}",Device not responding
Maria King,60,"North Vanessa, Somalia","{'device': 'Smart Light', 'usage_start': '2023-10-28 00:44:53', 'usage_end': '2023-10-28 04:44:53'}",,"{'time': '2023-10-28 05:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '37.10.39.240', 'Wifi_network': 'yes', 'Device_ID': '861849c6-0d35-4486-a5ca-99a1f1240721'}",How do I set up voice recognition?
Joshua Hobbs,72,"North Johnathanmouth, Sudan","{'device': 'Smart Light', 'usage_start': '2023-10-27 08:44:53', 'usage_end': '2023-10-27 11:44:53'}",,"{'time': '2023-10-28 04:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '202.37.243.114', 'Wifi_network': 'wonder', 'Device_ID': 'ed7f071c-72de-43be-b11a-0e28ac1d21ba'}",
Wendy Beck,50,"West Angel, Cameroon","{'device': 'Thermostat', 'usage_start': '2023-10-27 20:44:53', 'usage_end': '2023-10-27 12:44:53'}",,"{'time': '2023-10-27 23:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '148.40.17.129', 'Wifi_network': 'common', 'Device_ID': '6636fcdc-c2fa-4b6c-9269-3b1dcdb24683'}",Can I add multiple users?
Stephen Floyd,64,"Bernardborough, Puerto Rico","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 07:44:53', 'usage_end': '2023-10-28 02:44:53'}",Set an alarm for 7 AM,"{'time': '2023-10-27 07:44:53', 'activity': None}",,"{'IP_address': '73.4.100.218', 'Wifi_network': 'decision', 'Device_ID': 'da290bb1-6063-4f15-b46d-4619c0bb7bec'}",
Eric Chang,44,"Elliottshire, Puerto Rico","{'device': 'Smart Lock', 'usage_start': '2023-10-27 08:44:53', 'usage_end': '2023-10-28 03:44:53'}",,"{'time': '2023-10-28 01:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '107.4.12.196', 'Wifi_network': 'green', 'Device_ID': '84d54086-4931-4c98-8a76-d298140a6313'}",
Felicia Hinton,49,"Lake Jon, Costa Rica","{'device': 'Smart Light', 'usage_start': '2023-10-27 20:44:53', 'usage_end': '2023-10-27 08:44:53'}",,"{'time': '2023-10-27 07:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '56.228.29.111', 'Wifi_network': 'walk', 'Device_ID': '0d6ad8b3-72e7-40ef-95a0-7314fd48962a'}",The device is making a strange noise
Nathaniel Montes,26,"West Angelaland, Anguilla","{'device': 'Smart Light', 'usage_start': '2023-10-27 12:44:53', 'usage_end': '2023-10-27 20:44:53'}",,"{'time': '2023-10-27 20:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '61.221.158.202', 'Wifi_network': 'fish', 'Device_ID': '91159e3c-8641-4afa-a86c-ebeb0a52d23f'}",
Charles Williams,46,"Roberttown, Guadeloupe","{'device': 'Smart Light', 'usage_start': '2023-10-27 18:44:53', 'usage_end': '2023-10-28 05:44:53'}",,"{'time': '2023-10-27 10:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '49.64.188.120', 'Wifi_network': 'bad', 'Device_ID': '97246665-1e50-49f5-bc41-a13d6e83fc90'}",Device not responding
Jonathan Roberts,42,"Port Joseph, Armenia","{'device': 'Smart Light', 'usage_start': '2023-10-27 14:44:53', 'usage_end': '2023-10-27 10:44:53'}",,"{'time': '2023-10-27 14:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '172.199.186.231', 'Wifi_network': 'poor', 'Device_ID': '570e1922-73b0-486c-b3f2-32a62b8f522f'}",
Kristen Rodriguez,27,"North Craigfurt, Congo","{'device': 'Smart Light', 'usage_start': '2023-10-27 18:44:53', 'usage_end': '2023-10-28 05:44:53'}",,"{'time': '2023-10-27 15:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '145.68.151.232', 'Wifi_network': 'Democrat', 'Device_ID': 'ed7b61e5-c5a6-4688-be67-51cecf0c564a'}",Can I add multiple users?
Jamie Jackson,56,"Millerburgh, Bahamas","{'device': 'Smart Light', 'usage_start': '2023-10-28 01:44:53', 'usage_end': '2023-10-27 23:44:53'}",,"{'time': '2023-10-27 08:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '157.174.50.112', 'Wifi_network': 'machine', 'Device_ID': '19bcead6-fd51-4f14-a4f6-3e08184b2452'}",
Michael Callahan,75,"Port Mark, France","{'device': 'Smart Light', 'usage_start': '2023-10-27 18:44:53', 'usage_end': '2023-10-27 08:44:53'}",,"{'time': '2023-10-27 20:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '201.35.248.24', 'Wifi_network': 'return', 'Device_ID': '01f3fa66-399e-49b9-ba0a-7ad553537575'}",Can I add multiple users?
Maria Wilson,30,"Knoxshire, Saint Lucia","{'device': 'Security Camera', 'usage_start': '2023-10-27 20:44:53', 'usage_end': '2023-10-28 01:44:53'}",,"{'time': '2023-10-27 21:44:53', 'activity': 'Window broken'}",,"{'IP_address': '181.62.107.186', 'Wifi_network': 'north', 'Device_ID': '63a33a02-57cd-4381-b083-7526e0b86cf3'}",
Matthew Ferguson,48,"East Stephanie, San Marino","{'device': 'Smart Light', 'usage_start': '2023-10-27 17:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-27 08:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '206.134.69.109', 'Wifi_network': 'director', 'Device_ID': '2a0f9b8b-6444-4fc2-9537-b4eab40897d7'}",Can I add multiple users?
Michael Peterson,63,"Allenport, Puerto Rico","{'device': 'Smart Lock', 'usage_start': '2023-10-27 09:44:53', 'usage_end': '2023-10-27 18:44:53'}",,"{'time': '2023-10-27 07:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '75.164.142.123', 'Wifi_network': 'lot', 'Device_ID': '3c918c3e-281a-4b94-bce0-8f7c04b358c5'}",
Ricky Yoder,24,"Jenniferfurt, New Zealand","{'device': 'Security Camera', 'usage_start': '2023-10-27 05:44:53', 'usage_end': '2023-10-27 06:44:53'}",,"{'time': '2023-10-27 17:44:53', 'activity': 'Smoke detected'}",,"{'IP_address': '4.191.120.118', 'Wifi_network': 'think', 'Device_ID': 'af06545a-7502-4890-b3c6-8f503738e066'}",
Justin Roman,74,"North Melissa, Cook Islands","{'device': 'Security Camera', 'usage_start': '2023-10-28 03:44:53', 'usage_end': '2023-10-27 20:44:53'}",,"{'time': '2023-10-27 21:44:53', 'activity': 'Smoke detected'}",,"{'IP_address': '138.226.29.238', 'Wifi_network': 'soldier', 'Device_ID': '25d9722a-55b2-48bd-b6a7-ff0fcd2e4dd0'}",
Jennifer Campbell,65,"West Daniellehaven, Norfolk Island","{'device': 'Voice Assistant', 'usage_start': '2023-10-28 00:44:53', 'usage_end': '2023-10-27 06:44:53'}",Turn off the living room light,"{'time': '2023-10-27 13:44:53', 'activity': None}",,"{'IP_address': '139.108.253.5', 'Wifi_network': 'system', 'Device_ID': '7b6f7d6b-05a6-4729-beca-2d7d83b44f69'}",The device is making a strange noise
Sandy Snyder,56,"Chandlerburgh, United States Minor Outlying Islands","{'device': 'Smart Lock', 'usage_start': '2023-10-27 11:44:53', 'usage_end': '2023-10-27 06:44:53'}",,"{'time': '2023-10-27 22:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '170.93.89.234', 'Wifi_network': 'order', 'Device_ID': 'd756ff22-b654-424e-afc0-54b6fb1ef5d7'}",How do I set up voice recognition?
Ryan Johnson MD,62,"New Stephanieland, Turkey","{'device': 'Thermostat', 'usage_start': '2023-10-27 12:44:53', 'usage_end': '2023-10-27 15:44:53'}",,"{'time': '2023-10-28 03:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '28.128.112.45', 'Wifi_network': 'prepare', 'Device_ID': '7d30780a-de59-43b2-b931-0fa8cb25db42'}",
Jacob Flores,22,"New Joanne, Panama","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 21:44:53', 'usage_end': '2023-10-27 11:44:53'}",What’s the weather?,"{'time': '2023-10-28 02:44:53', 'activity': None}",,"{'IP_address': '145.230.125.85', 'Wifi_network': 'father', 'Device_ID': '67a34626-c62f-4d62-801d-697efa07de29'}",
Devin Cohen,66,"New David, Tanzania","{'device': 'Smart Light', 'usage_start': '2023-10-27 14:44:53', 'usage_end': '2023-10-27 22:44:53'}",,"{'time': '2023-10-27 12:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '204.76.56.203', 'Wifi_network': 'suddenly', 'Device_ID': '45eb85dd-d9c6-4e30-a75a-2434b107c699'}",
Peter Brooks,40,"Reneeport, Bulgaria","{'device': 'Smart Light', 'usage_start': '2023-10-27 07:44:53', 'usage_end': '2023-10-28 05:44:53'}",,"{'time': '2023-10-27 15:44:53', 'activity': None}",Automated door lock schedule,"{'IP_address': '97.193.117.80', 'Wifi_network': 'others', 'Device_ID': 'ad33b623-dc9f-447c-a4bd-a6e786fe0d8d'}",
Steven Schwartz,60,"East Eric, Belarus","{'device': 'Smart Light', 'usage_start': '2023-10-27 10:44:53', 'usage_end': '2023-10-27 19:44:53'}",,"{'time': '2023-10-27 06:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '105.143.255.220', 'Wifi_network': 'toward', 'Device_ID': '0d4abd00-9e17-47fc-9d02-820c5ca9dfbb'}",
Latasha Jensen,18,"New Carla, Puerto Rico","{'device': 'Smart Light', 'usage_start': '2023-10-27 21:44:53', 'usage_end': '2023-10-27 22:44:53'}",,"{'time': '2023-10-27 21:44:53', 'activity': None}",Security alarm preferences,"{'IP_address': '129.79.79.245', 'Wifi_network': 'experience', 'Device_ID': '62ea2eb8-6609-4300-a9a4-3d6547a1e748'}",
Richard Knight,54,"Avilaville, Micronesia","{'device': 'Smart Light', 'usage_start': '2023-10-27 17:44:53', 'usage_end': '2023-10-27 11:44:53'}",,"{'time': '2023-10-27 14:44:53', 'activity': None}",Automated lighting configuration,"{'IP_address': '92.215.152.185', 'Wifi_network': 'effect', 'Device_ID': 'ba4ec0b9-23be-434b-9f00-21f9d3ac190d'}",Device not responding
David Rosales,46,"Watkinsstad, Moldova","{'device': 'Voice Assistant', 'usage_start': '2023-10-28 05:44:53', 'usage_end': '2023-10-27 06:44:53'}",What’s the weather?,"{'time': '2023-10-27 23:44:53', 'activity': None}",,"{'IP_address': '176.180.173.109', 'Wifi_network': 'body', 'Device_ID': 'b6e761a0-5c23-443f-8356-0e57b26ba526'}",
Kaitlyn Watts,54,"Kentburgh, Puerto Rico","{'device': 'Smart Light', 'usage_start': '2023-10-27 19:44:53', 'usage_end': '2023-10-27 07:44:53'}",,"{'time': '2023-10-28 00:44:53', 'activity': None}",Thermostat schedule,"{'IP_address': '142.120.87.163', 'Wifi_network': 'after', 'Device_ID': 'f1157b02-8fc8-4ca1-8fc4-12c32ba49845'}",How do I set up voice recognition?
Amanda Miller,72,"Port Maria, Kenya","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 16:44:53', 'usage_end': '2023-10-27 18:44:53'}",Turn off the living room light,"{'time': '2023-10-28 01:44:53', 'activity': None}",,"{'IP_address': '133.3.20.166', 'Wifi_network': 'risk', 'Device_ID': '9269f0d4-2dc4-424d-a779-99ab22162f60'}",
Jennifer Guzman,27,"New Michael, Antigua and Barbuda","{'device': 'Voice Assistant', 'usage_start': '2023-10-27 06:44:53', 'usage_end': '2023-10-28 05:44:53'}",Set an alarm for 7 AM,"{'time': '2023-10-27 09:44:53', 'activity': None}",,"{'IP_address': '46.220.143.46', 'Wifi_network': 'stop', 'Device_ID': 'abad79f3-34f1-429f-a02f-8c30b447859e'}",How do I set up voice recognition?
