Name,Age,Nationality,Travel Preference,Loyalty Program Status,Past Travel Detail,Payment Detail,Booking Pattern,User Feedback
Kayla Gilbert,41,Eritrea,Luxury,Bronze,"{'destination': 'Taylorfort', 'duration': '4 days', 'hotel_stay': 'Thomas Group', 'activity': 'Beach'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 5, 18), 'amount': '$1803'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 2, 'comments': 'Civil decide method possible charge themselves environmental.'}"
Ricardo Lopez,28,Switzerland,Business,Silver,"{'destination': 'North William', 'duration': '7 days', 'hotel_stay': 'Crawford LLC', 'activity': 'Sightseeing'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 4, 24), 'amount': '$6396'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'Region thing about later rate spring however.'}"
Jonathan Long,52,Vanuatu,Luxury,Gold,"{'destination': 'West Andreachester', 'duration': '2 days', 'hotel_stay': 'Kidd and Sons', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 4, 2), 'amount': '$6825'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Event degree rock week fund system set line.'}"
Deborah Washington,59,Montserrat,Budget,Silver,"{'destination': 'Leonview', 'duration': '7 days', 'hotel_stay': 'Gardner LLC', 'activity': 'Beach'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 1, 11), 'amount': '$9034'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Neutral', 'rating': 4, 'comments': 'West reality hand short fish chance treatment.'}"
Monica Gutierrez,34,Poland,Budget,Bronze,"{'destination': 'Lake Paulafurt', 'duration': '5 days', 'hotel_stay': 'Kidd, Perez and Rodriguez', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 10, 31), 'amount': '$8822'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Difficult consider myself dark chance case.'}"
James Benjamin,27,Turkey,Budget,Gold,"{'destination': 'Port Frederick', 'duration': '10 days', 'hotel_stay': 'Leonard-White', 'activity': 'Local cuisine tasting'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 6, 5), 'amount': '$6083'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'World direction finish three somebody fish.'}"
Elizabeth Brown,47,Tonga,Business,Gold,"{'destination': 'Deleonview', 'duration': '2 days', 'hotel_stay': 'Merritt LLC', 'activity': 'Hiking'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 4, 27), 'amount': '$1369'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Satisfied', 'rating': 4, 'comments': 'Hot particular economy.'}"
Cheryl Kirby,25,Mauritania,Luxury,Silver,"{'destination': 'Nguyentown', 'duration': '10 days', 'hotel_stay': 'Potter, Robbins and Wells', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 2, 10), 'amount': '$1140'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 1, 'comments': 'Picture western everybody.'}"
Jonathan Mendoza,49,Guernsey,Eco-friendly,Silver,"{'destination': 'Dunnstad', 'duration': '1 days', 'hotel_stay': 'Poole-Clay', 'activity': 'Beach'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2022, 1, 12), 'amount': '$7329'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 1, 'comments': 'Memory talk market series carry rather machine.'}"
Debbie Hunt,38,Faroe Islands,Luxury,Bronze,"{'destination': 'Port Melissaport', 'duration': '7 days', 'hotel_stay': 'Morton-Boyd', 'activity': 'Shopping'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 8, 14), 'amount': '$6300'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Unsatisfied', 'rating': 4, 'comments': 'Cell health affect begin goal.'}"
Kerri Miller,53,Serbia,Budget,Gold,"{'destination': 'Mooneymouth', 'duration': '11 days', 'hotel_stay': 'Anderson, Myers and Thompson', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 2, 20), 'amount': '$6114'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 2, 'comments': 'Change story into middle turn product.'}"
Ernest Wells,50,Bouvet Island (Bouvetoya),Budget,Bronze,"{'destination': 'West Carolineshire', 'duration': '9 days', 'hotel_stay': 'Swanson-Harris', 'activity': 'Sightseeing'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2022, 9, 13), 'amount': '$793'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 4, 'comments': 'Address rise cut serious dinner line.'}"
Brian Ware,57,Korea,Adventure,Silver,"{'destination': 'Jessicaborough', 'duration': '13 days', 'hotel_stay': 'Chang-Moore', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 9, 8), 'amount': '$1407'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'Film agreement several scientist.'}"
Jamie Richard,18,India,Cultural,Silver,"{'destination': 'Port Maryville', 'duration': '3 days', 'hotel_stay': 'Wang, Thompson and Mcgrath', 'activity': 'Local cuisine tasting'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 8, 2), 'amount': '$2095'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 5, 'comments': 'Sometimes certainly know fund consider beautiful simple.'}"
Jacqueline Miller,51,Dominican Republic,Business,Bronze,"{'destination': 'Anthonyhaven', 'duration': '8 days', 'hotel_stay': 'Yu-Vance', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 5, 9), 'amount': '$3039'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 5, 'comments': 'Lot case not hundred couple become.'}"
Chris Hahn,30,Cambodia,Eco-friendly,Silver,"{'destination': 'Lestermouth', 'duration': '4 days', 'hotel_stay': 'Bradley LLC', 'activity': 'Shopping'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 6, 11), 'amount': '$3327'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Unsatisfied', 'rating': 1, 'comments': 'Occur support fast vote present.'}"
David Diaz,40,Andorra,Eco-friendly,Platinum,"{'destination': 'North Lance', 'duration': '10 days', 'hotel_stay': 'Morris, Perry and Villarreal', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 9, 27), 'amount': '$3012'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 4, 'comments': 'Structure international else wonder practice.'}"
Glenn Flores,41,British Virgin Islands,Cultural,Gold,"{'destination': 'Richardchester', 'duration': '6 days', 'hotel_stay': 'Clark and Sons', 'activity': 'Museum visit'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2021, 7, 26), 'amount': '$2723'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 2, 'comments': 'May probably talk eight entire various.'}"
Daniel Griffin,56,Philippines,Eco-friendly,Bronze,"{'destination': 'Port Jennifer', 'duration': '13 days', 'hotel_stay': 'Martinez, Howell and White', 'activity': 'Sightseeing'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 10, 15), 'amount': '$5129'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Receive manager street seven.'}"
Timothy Moss,20,Guam,Business,Silver,"{'destination': 'Lake Patrickhaven', 'duration': '9 days', 'hotel_stay': 'Hughes-Rogers', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 10, 31), 'amount': '$2527'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Experience baby couple image meet maybe scene.'}"
Jonathan Bautista,18,Italy,Luxury,Gold,"{'destination': 'Amandaberg', 'duration': '8 days', 'hotel_stay': 'Klein, Robinson and Frederick', 'activity': 'Hiking'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 5, 29), 'amount': '$318'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 2, 'comments': 'Measure save write evening leader success center from.'}"
Christopher Adams,34,Reunion,Luxury,Platinum,"{'destination': 'Thomasmouth', 'duration': '11 days', 'hotel_stay': 'Lewis-Sanchez', 'activity': 'Shopping'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2020, 2, 8), 'amount': '$2977'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Neutral', 'rating': 3, 'comments': 'Every participant price especially protect system.'}"
Laura Sparks,45,Niue,Eco-friendly,Gold,"{'destination': 'Grahamland', 'duration': '14 days', 'hotel_stay': 'Lamb, Olson and Wall', 'activity': 'Museum visit'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 12, 19), 'amount': '$6346'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Institution quality people expert TV increase long range.'}"
Shannon Mitchell,45,Paraguay,Eco-friendly,Silver,"{'destination': 'East Angela', 'duration': '3 days', 'hotel_stay': 'Martin-Gillespie', 'activity': 'Sightseeing'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 1, 22), 'amount': '$1692'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Unsatisfied', 'rating': 4, 'comments': 'Base cultural research miss finish trouble indicate traditional.'}"
Jordan Hall,47,Switzerland,Adventure,Bronze,"{'destination': 'South Tanya', 'duration': '11 days', 'hotel_stay': 'Lee, Mann and Miller', 'activity': 'Hiking'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2023, 7, 23), 'amount': '$585'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 1, 'comments': 'Fear record able huge whether building.'}"
Jacqueline Williams,22,El Salvador,Budget,Platinum,"{'destination': 'New Barbarahaven', 'duration': '6 days', 'hotel_stay': 'Garcia LLC', 'activity': 'Hiking'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2023, 4, 6), 'amount': '$2368'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Use among last to.'}"
Marc White,25,Croatia,Budget,Bronze,"{'destination': 'Owensport', 'duration': '8 days', 'hotel_stay': 'Willis-Jackson', 'activity': 'Local cuisine tasting'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 4, 2), 'amount': '$480'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 2, 'comments': 'Final guy market recognize agree everything moment.'}"
Karl Bennett DDS,37,Cameroon,Cultural,Gold,"{'destination': 'East Dawnfurt', 'duration': '1 days', 'hotel_stay': 'Marquez Inc', 'activity': 'Beach'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 2, 27), 'amount': '$8883'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 4, 'comments': 'Upon carry organization during newspaper.'}"
Kayla Jones,25,Egypt,Adventure,Platinum,"{'destination': 'Vaughnshire', 'duration': '6 days', 'hotel_stay': 'Jackson, Avila and Estes', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2021, 6, 3), 'amount': '$6344'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 5, 'comments': 'Similar go get maintain high plant.'}"
Anthony Aguirre,50,Belize,Adventure,Silver,"{'destination': 'Lake Dawnbury', 'duration': '14 days', 'hotel_stay': 'Schwartz-Garcia', 'activity': 'Shopping'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2020, 4, 22), 'amount': '$1744'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Change side stop record.'}"
Lindsey Kelly,33,Cyprus,Business,Platinum,"{'destination': 'Port Ethan', 'duration': '1 days', 'hotel_stay': 'Navarro, Green and Miranda', 'activity': 'Beach'}","{'method': 'Debit Card', 'transaction_date': datetime.date(2021, 2, 3), 'amount': '$2645'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 3, 'comments': 'Feel recently song development themselves.'}"
Micheal Long,22,Estonia,Eco-friendly,Gold,"{'destination': 'Lake Melissa', 'duration': '7 days', 'hotel_stay': 'Hurley-Clark', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 8, 11), 'amount': '$538'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 3, 'comments': 'Mrs me store house.'}"
Andrea Lee,45,Paraguay,Cultural,Silver,"{'destination': 'Jeanneberg', 'duration': '3 days', 'hotel_stay': 'Sanchez Ltd', 'activity': 'Shopping'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 3, 26), 'amount': '$5449'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Satisfied', 'rating': 1, 'comments': 'Represent affect phone Mr find their.'}"
Catherine Beasley,44,Monaco,Adventure,Silver,"{'destination': 'Port Kristy', 'duration': '7 days', 'hotel_stay': 'Griffith LLC', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 10, 24), 'amount': '$5153'}","{'booking_frequency': '4 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'Charge question list try real here.'}"
Christine Fox,19,Seychelles,Luxury,Gold,"{'destination': 'North Nicolehaven', 'duration': '13 days', 'hotel_stay': 'Aguilar PLC', 'activity': 'Sightseeing'}","{'method': 'Cryptocurrency', 'transaction_date': datetime.date(2022, 11, 26), 'amount': '$2683'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Satisfied', 'rating': 3, 'comments': 'Defense simple who buy.'}"
Nancy Rodriguez,51,Malta,Eco-friendly,Platinum,"{'destination': 'South Kenneth', 'duration': '2 days', 'hotel_stay': 'Griffin, Howell and Gray', 'activity': 'Shopping'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2020, 5, 21), 'amount': '$8447'}","{'booking_frequency': '1 times/year', 'preferred_itinerary': '3 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 1, 'comments': 'Several car animal.'}"
Judy Cook,39,New Zealand,Eco-friendly,Bronze,"{'destination': 'Georgeland', 'duration': '7 days', 'hotel_stay': 'Bennett, Chen and Mcclure', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 3, 29), 'amount': '$2878'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Very Unsatisfied', 'rating': 5, 'comments': 'Far civil prevent its hot old not.'}"
Jared Rogers,38,Iran,Luxury,Silver,"{'destination': 'Maryfurt', 'duration': '9 days', 'hotel_stay': 'Whitaker Group', 'activity': 'Museum visit'}","{'method': 'Credit Card', 'transaction_date': datetime.date(2022, 10, 17), 'amount': '$1014'}","{'booking_frequency': '3 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Neutral', 'rating': 5, 'comments': 'International strategy trial project.'}"
Michelle Rosales,59,Bolivia,Business,Bronze,"{'destination': 'West Gabrielle', 'duration': '8 days', 'hotel_stay': 'Hester PLC', 'activity': 'Shopping'}","{'method': 'PayPal', 'transaction_date': datetime.date(2020, 12, 19), 'amount': '$5831'}","{'booking_frequency': '5 times/year', 'preferred_itinerary': '1 cities/trip'}","{'review': 'Unsatisfied', 'rating': 1, 'comments': 'All pull item of for woman future after.'}"
Ann Herrera,45,Mauritius,Luxury,Gold,"{'destination': 'Smithville', 'duration': '7 days', 'hotel_stay': 'Wilson-Benson', 'activity': 'Hiking'}","{'method': 'PayPal', 'transaction_date': datetime.date(2023, 2, 5), 'amount': '$5304'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Satisfied', 'rating': 4, 'comments': 'Glass similar role boy which late rich.'}"
Morgan Cortez,24,Morocco,Adventure,Gold,"{'destination': 'New Claire', 'duration': '7 days', 'hotel_stay': 'Gonzales-Alvarez', 'activity': 'Museum visit'}","{'method': 'PayPal', 'transaction_date': datetime.date(2022, 3, 11), 'amount': '$6654'}","{'booking_frequency': '2 times/year', 'preferred_itinerary': '2 cities/trip'}","{'review': 'Very Satisfied', 'rating': 2, 'comments': 'Sit play law positive.'}"
