Name,Age,Location,Allergens,Dietary Restriction,Dining Experience,User Interaction
Jodi Miller,50,South Christina,"['Milk', 'Soy', 'Peanuts']",Low Fat,"{'restaurant_name': 'Bennett, Carpenter and Becker', 'meal_type': 'Main Course', 'menu_selection': 'Half answer firm head.', 'special_requests': 'Milk, Soy, Peanuts', 'feedback': 'Neutral'}","{'staff_interaction': 'Paper try establish sister create stop color.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
Chelsea Braun,60,Heatherville,['Milk'],Kosher,"{'restaurant_name': 'Jackson Inc', 'meal_type': 'Main Course', 'menu_selection': 'Without environment power purpose.', 'special_requests': 'Milk', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Require environment past imagine war.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Profile Private'}"
Jennifer Benjamin,19,Jamesmouth,[],Gluten Free,"{'restaurant_name': 'Kirby, Hickman and Lowe', 'meal_type': 'Drink', 'menu_selection': 'Year sense single turn course cell.', 'special_requests': 'None', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Television wall power cut nothing.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Some Details Public'}"
Christopher Gillespie,57,Jeffreybury,"['Shellfish', 'Tree nuts', 'Wheat']",Kosher,"{'restaurant_name': 'Vasquez Ltd', 'meal_type': 'Dessert', 'menu_selection': 'Economy debate foreign first.', 'special_requests': 'Shellfish, Tree nuts, Wheat', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Century step front just lead perform billion.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
Dr. Amanda Russell DDS,49,Lake Amandaport,"['Peanuts', 'Tree nuts']",Vegetarian,"{'restaurant_name': 'Flowers-Byrd', 'meal_type': 'Drink', 'menu_selection': 'Wrong every new well official cold.', 'special_requests': 'Peanuts, Tree nuts', 'feedback': 'Neutral'}","{'staff_interaction': 'Country former whatever Republican admit.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Most Details Public'}"
Jeffrey Jones,50,Huntview,[],Keto,"{'restaurant_name': 'Sullivan and Sons', 'meal_type': 'Starter', 'menu_selection': 'Instead service security whether.', 'special_requests': 'None', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Energy several interesting six practice in.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Profile Private'}"
Kiara Lawrence,26,West Cassandrabury,[],Gluten Free,"{'restaurant_name': 'Ryan and Sons', 'meal_type': 'Drink', 'menu_selection': 'Benefit minute ago big increase college.', 'special_requests': 'None', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'From box actually cost memory huge.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
Timothy Williams,57,Jeffborough,"['Tree nuts', 'Peanuts', 'Fish']",Low Fat,"{'restaurant_name': 'Willis-Smith', 'meal_type': 'Main Course', 'menu_selection': 'Meet attack score.', 'special_requests': 'Tree nuts, Peanuts, Fish', 'feedback': 'Neutral'}","{'staff_interaction': 'Candidate where conference people.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Profile Public'}"
Charles Walter,26,East Shannonchester,['Fish'],Halal,"{'restaurant_name': 'Oneill and Sons', 'meal_type': 'Dessert', 'menu_selection': 'Like choose instead sit relate.', 'special_requests': 'Fish', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Allow capital to maybe.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Some Details Public'}"
Kristen Wilson,37,West Robertmouth,"['Tree nuts', 'Peanuts', 'Shellfish']",Halal,"{'restaurant_name': 'Hill, Ferguson and Mueller', 'meal_type': 'Main Course', 'menu_selection': 'Side despite window opportunity.', 'special_requests': 'Tree nuts, Peanuts, Shellfish', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Himself relationship yes author center option.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Public'}"
Sheri Norris,40,Brownfurt,['Fish'],Vegetarian,"{'restaurant_name': 'Cox, Allen and Rodriguez', 'meal_type': 'Dessert', 'menu_selection': 'Less community fund.', 'special_requests': 'Fish', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Business low option.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
James Perez,42,North Josephshire,"['Milk', 'Shellfish']",Vegan,"{'restaurant_name': 'Patel, Christian and Gomez', 'meal_type': 'Dessert', 'menu_selection': 'East apply simple new run music ball.', 'special_requests': 'Milk, Shellfish', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Concern brother avoid defense century instead.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Some Details Public'}"
Alison Brown,24,South Kyle,['Peanuts'],Gluten Free,"{'restaurant_name': 'Vargas-Hernandez', 'meal_type': 'Starter', 'menu_selection': 'Lawyer region speak.', 'special_requests': 'Peanuts', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'At little including blood dinner religious.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Private'}"
Matthew Russell,19,South Colleenhaven,['Fish'],Vegan,"{'restaurant_name': 'Lopez, Lane and Reyes', 'meal_type': 'Starter', 'menu_selection': 'Film behind property offer book take Mrs.', 'special_requests': 'Fish', 'feedback': 'Satisfied'}","{'staff_interaction': 'Nearly stop people near amount street thought.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Most Details Public'}"
Christopher Holloway,23,North Stevenfurt,[],Halal,"{'restaurant_name': 'Alvarado Ltd', 'meal_type': 'Dessert', 'menu_selection': 'Thought keep eat central indicate forget.', 'special_requests': 'None', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Together reality run my plant be future.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Most Details Public'}"
Kevin Hudson,59,Lake Julieport,"['Milk', 'Shellfish', 'Tree nuts']",Vegetarian,"{'restaurant_name': 'Roberts and Sons', 'meal_type': 'Drink', 'menu_selection': 'Those energy unit.', 'special_requests': 'Milk, Shellfish, Tree nuts', 'feedback': 'Satisfied'}","{'staff_interaction': 'Dog television kid need.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Most Details Public'}"
Gavin Peterson,37,South Jamesfort,[],Low Fat,"{'restaurant_name': 'Miles-Rodriguez', 'meal_type': 'Dessert', 'menu_selection': 'Physical cover man result base offer.', 'special_requests': 'None', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Body cup brother.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Christina Le,53,Olsonmouth,[],Kosher,"{'restaurant_name': 'Frost Group', 'meal_type': 'Dessert', 'menu_selection': 'Defense market moment night could agent interesting.', 'special_requests': 'None', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Create during debate play total.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Profile Private'}"
Judy Carter,45,West Bonniestad,"['Peanuts', 'Fish', 'Tree nuts']",Keto,"{'restaurant_name': 'Jones-Shaw', 'meal_type': 'Dessert', 'menu_selection': 'Individual real under wrong.', 'special_requests': 'Peanuts, Fish, Tree nuts', 'feedback': 'Satisfied'}","{'staff_interaction': 'Past bank process thought.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Most Details Public'}"
Melissa Munoz,41,Yvonnebury,['Fish'],Low Fat,"{'restaurant_name': 'Collins, Smith and Graham', 'meal_type': 'Main Course', 'menu_selection': 'Decade reduce yourself they popular consumer practice appear.', 'special_requests': 'Fish', 'feedback': 'Neutral'}","{'staff_interaction': 'Prove value week possible.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Most Details Public'}"
Michelle Mccarty,53,South Gary,"['Tree nuts', 'Egg']",Halal,"{'restaurant_name': 'Aguilar-Hubbard', 'meal_type': 'Dessert', 'menu_selection': 'Above general anything.', 'special_requests': 'Tree nuts, Egg', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Scientist per single change report safe.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Private'}"
Henry Howell,51,Lake Aprilstad,['Milk'],Vegan,"{'restaurant_name': 'Hill, Morris and Johnson', 'meal_type': 'Drink', 'menu_selection': 'Foreign fear easy week wall doctor.', 'special_requests': 'Milk', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Identify party certain market.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Profile Public'}"
Billy Thompson,26,Walkerhaven,[],Low Fat,"{'restaurant_name': 'Terry Ltd', 'meal_type': 'Dessert', 'menu_selection': 'Listen security bank security.', 'special_requests': 'None', 'feedback': 'Neutral'}","{'staff_interaction': 'Financial myself different big.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 3}, 'privacy_setting': 'Profile Public'}"
Martha Rodriguez,44,East Kevinshire,[],Halal,"{'restaurant_name': 'White, Lynch and Crawford', 'meal_type': 'Drink', 'menu_selection': 'Stop myself student could.', 'special_requests': 'None', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Study wear yourself near second site that ten.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 1}, 'privacy_setting': 'Profile Public'}"
Alex Davis,28,Katietown,"['Peanuts', 'Shellfish', 'Soy']",Vegetarian,"{'restaurant_name': 'Key, Beck and Osborne', 'meal_type': 'Starter', 'menu_selection': 'Red lay daughter audience occur.', 'special_requests': 'Peanuts, Shellfish, Soy', 'feedback': 'Satisfied'}","{'staff_interaction': 'Case commercial security push important thank.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Some Details Public'}"
Joseph Daniels,31,North Juan,['Egg'],Gluten Free,"{'restaurant_name': 'Lopez Ltd', 'meal_type': 'Dessert', 'menu_selection': 'Seven allow him accept him.', 'special_requests': 'Egg', 'feedback': 'Satisfied'}","{'staff_interaction': 'Tell teach smile off per.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
Christopher Cantu,50,Waltonhaven,"['Peanuts', 'Egg', 'Shellfish']",Vegan,"{'restaurant_name': 'Jimenez and Sons', 'meal_type': 'Starter', 'menu_selection': 'Religious onto save face clearly budget television wind.', 'special_requests': 'Peanuts, Egg, Shellfish', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Soon group century compare.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Most Details Public'}"
Cody Coleman,44,South Jodyshire,['Wheat'],Gluten Free,"{'restaurant_name': 'Grimes-Flores', 'meal_type': 'Drink', 'menu_selection': 'Pull court education officer participant test.', 'special_requests': 'Wheat', 'feedback': 'Neutral'}","{'staff_interaction': 'Cause high adult its.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Profile Private'}"
Brenda Hood,21,Johnsfurt,[],Low Fat,"{'restaurant_name': 'Powell, Mooney and Evans', 'meal_type': 'Drink', 'menu_selection': 'Indeed need guy pay picture TV.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Just common answer decide interesting office plan.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Profile Private'}"
Steven Carter,52,New Michael,"['Wheat', 'Egg']",Kosher,"{'restaurant_name': 'Thomas, Yang and Howard', 'meal_type': 'Main Course', 'menu_selection': 'Future PM lot good show if bed.', 'special_requests': 'Wheat, Egg', 'feedback': 'Neutral'}","{'staff_interaction': 'Leg five parent question perhaps camera.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 4}, 'privacy_setting': 'Profile Public'}"
Norma Newman,60,Kingmouth,[],Vegetarian,"{'restaurant_name': 'Gibson Group', 'meal_type': 'Main Course', 'menu_selection': 'Film receive add people brother.', 'special_requests': 'None', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Up might town kid smile.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Profile Private'}"
Ian Willis,40,Port Stephanieside,"['Shellfish', 'Egg', 'Tree nuts']",Gluten Free,"{'restaurant_name': 'Foster Ltd', 'meal_type': 'Dessert', 'menu_selection': 'Protect design hope.', 'special_requests': 'Shellfish, Egg, Tree nuts', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Personal four common explain house find.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 4}, 'privacy_setting': 'Most Details Public'}"
Lisa Tate,35,East Carl,"['Shellfish', 'Tree nuts', 'Egg']",Halal,"{'restaurant_name': 'Weiss, Cohen and Jackson', 'meal_type': 'Dessert', 'menu_selection': 'Finally program realize identify prevent system ten.', 'special_requests': 'Shellfish, Tree nuts, Egg', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Know even short director success realize next.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 3}, 'privacy_setting': 'Some Details Public'}"
Sandra Henry,19,North Kellyport,[],Kosher,"{'restaurant_name': 'Miller LLC', 'meal_type': 'Dessert', 'menu_selection': 'This full fish son when.', 'special_requests': 'None', 'feedback': 'Neutral'}","{'staff_interaction': 'Few stand throughout newspaper health lead start.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Profile Public'}"
Sabrina Fernandez,57,Mckenzietown,['Tree nuts'],Vegetarian,"{'restaurant_name': 'Fisher Inc', 'meal_type': 'Dessert', 'menu_selection': 'These participant recently campaign image culture send.', 'special_requests': 'Tree nuts', 'feedback': 'Satisfied'}","{'staff_interaction': 'Weight author note at.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Most Details Public'}"
Maria Carter MD,49,Barbaraton,"['Shellfish', 'Fish', 'Tree nuts']",Gluten Free,"{'restaurant_name': 'Murray-Holland', 'meal_type': 'Drink', 'menu_selection': 'Technology force Mr prepare down let.', 'special_requests': 'Shellfish, Fish, Tree nuts', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Sure often go shake use.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 2}, 'privacy_setting': 'Most Details Public'}"
Michael Reilly,24,Garciaton,['Egg'],Halal,"{'restaurant_name': 'Peters, Douglas and Freeman', 'meal_type': 'Drink', 'menu_selection': 'End product senior team machine travel.', 'special_requests': 'Egg', 'feedback': 'Neutral'}","{'staff_interaction': 'Through enter pay.', 'survey_responses': {'dietary_compliance': 'Yes', 'experience_rating': 5}, 'privacy_setting': 'Some Details Public'}"
Jeremiah Smith,39,North Steven,"['Shellfish', 'Wheat', 'Milk']",Kosher,"{'restaurant_name': 'Hicks, Mcmillan and Chavez', 'meal_type': 'Main Course', 'menu_selection': 'Blood leg every parent.', 'special_requests': 'Shellfish, Wheat, Milk', 'feedback': 'Very Satisfied'}","{'staff_interaction': 'Address young discover share consider much reach.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 1}, 'privacy_setting': 'Profile Public'}"
Kaitlyn Bautista DDS,28,Dennismouth,[],Keto,"{'restaurant_name': 'Henry LLC', 'meal_type': 'Starter', 'menu_selection': 'Speech source include approach.', 'special_requests': 'None', 'feedback': 'Unsatisfied'}","{'staff_interaction': 'Four thank close forget impact.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Some Details Public'}"
Jose Knapp,37,North Michaelburgh,"['Tree nuts', 'Egg']",Kosher,"{'restaurant_name': 'Patel-Evans', 'meal_type': 'Drink', 'menu_selection': 'Attention hold seat religious spring on region girl.', 'special_requests': 'Tree nuts, Egg', 'feedback': 'Very Unsatisfied'}","{'staff_interaction': 'Indicate focus here general.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Most Details Public'}"
Amy Flynn,26,North Dana,['Peanuts'],Low Fat,"{'restaurant_name': 'Hunt, Navarro and Barker', 'meal_type': 'Starter', 'menu_selection': 'Institution friend ever chance generation network behind.', 'special_requests': 'Peanuts', 'feedback': 'Neutral'}","{'staff_interaction': 'Recently several country population other without family.', 'survey_responses': {'dietary_compliance': 'No', 'experience_rating': 5}, 'privacy_setting': 'Profile Public'}"
